"site_code","one_week_date","Log10_NoV_norm","Easting","Northing","weighted_carehome_density","weighted_school_density","weighted_prop_non_white","prop_urb","lockdown_lifting","lockdown_step3","lockdown_step4","lockdown_planB","lockdown_NA","pop_weighted_mobility","weighted_imd_score","weighted_imd_rank"
"UKENMI_ST_TP000143",2021-10-18,5.272685394,454829,362421,37.0179161196341,111.444031440685,0.0576363407135185,0.86501971206657,0,0,1,0,0,-19.0652809283221,27.1178199076777,11792.4098113576
"UKENMI_ST_TP000156",2021-10-18,NA,416499,292356,23.1539308368688,79.8254454831287,0.505334448908675,0.814186559797671,0,0,1,0,0,-23.1058756259588,34.5176451466836,7416.04610230706
"UKENMI_ST_TP000163",2021-10-18,4.395796662,464729,342221,28.2758454339568,85.5268358307172,0.270760850333493,0.750149967293488,0,0,1,0,0,-30.771526699119,26.6147316930719,11772.2586061417
"UKENMI_ST_TP000164",2021-10-18,5.673891452,433479,295881,28.8370771770993,85.0522558615388,0.144513656185764,0.849140814712654,0,0,1,0,0,-13.563752012373,21.8493177060369,12871.9041320023
"UKENMI_ST_TP000180",2021-10-18,2.630518336,387079,283821,30.3624243329691,60.2665322688549,0.134517971037134,0.79309663436715,0,0,1,0,0,-20.9547661634537,23.2783997578702,15027.7388008095
"UKENMI_ST_TP000182",2021-10-18,4.670733292,449419,276351,31.1103858813034,84.8887838361704,0.159309719430344,0.663575270370385,0,0,1,0,0,-20.9072180935097,13.4096103389098,18648.503602818
"UKENMI_ST_TP000184",2021-10-18,4.356993897,361299,313701,19.3605184794849,83.3445874171841,0.146895087493799,0.642414433690171,0,0,1,0,0,-5.61818628446215,21.2945098232724,11635.8524224244
"UKENMI_ST_TP000186",2021-10-18,5.924315094,487449,405991,23.8722382594721,87.7723944944622,0.0980298068943339,0.566019948960127,0,0,1,0,0,-15.8570156703918,27.766737178368,11493.0287917189
"UKENMI_ST_TP000199",2021-10-18,4.796224592,408459,262631,10.8026193580152,93.1585139811139,0.112988147865587,0.641652821571633,0,0,1,0,0,-28.666706522901,25.1799528101292,11896.9731696045
"UKENMI_ST_TP000207",2021-10-18,4.860200492,387819,339051,33.5841338909346,99.8328814157208,0.162642918990627,0.745100282391586,0,0,1,0,0,-19.9918095171697,30.2598652888125,10121.5375279356
"UKENMI_ST_TP000208",2021-10-18,5.057660086,378889,204891,40.4969162583277,94.0982289247483,0.0411119229942354,0.672208260447716,0,0,1,0,0,-24.9104916937042,11.1621939392842,21691.8375395103
"UKENMI_ST_TP000222",2021-10-18,3.894758605,459849,311851,26.9978537545094,64.9808812649048,0.511242664130212,0.743663119711887,0,0,1,0,0,-28.8954929135721,24.8258456222063,12058.2268586283
"UKENMI_ST_TP000225",2021-10-18,5.519570387,427569,262891,32.1414994854887,67.6061856850993,0.187145890268358,0.740567287997028,0,0,1,0,0,-28.9321660595683,13.7782833000904,19810.652870446
"UKENMI_ST_TP000241",2021-10-18,NA,384619,253411,16.2080530157709,92.1062972511474,0.105121294357547,0.772422144588185,0,0,1,0,0,-20.076139717065,22.0705702230369,15496.4022851938
"UKENMI_ST_TP000256",2021-10-18,5.180337742,389929,224861,32.4472098957616,66.64988603533,0.0885585169127542,0.836925382837203,0,0,1,0,0,-33.8081989637556,14.7655958910366,19985.5942055737
"UKENNE_NU_TP000012",2021-10-18,5.123316371,456119,524091,28.0440049281107,125.327611739943,0.159081442767797,0.469853920231757,0,0,1,0,0,-14.9377401239362,42.6957098282159,6337.0552695272
"UKENNE_NU_TP000028",2021-10-18,NA,441059,556121,34.7255141779574,96.3989047255145,0.0713217552414158,0.602225168408285,0,0,1,0,0,-23.8796084127902,30.0583630496391,10429.6815027319
"UKENNE_NU_TP000030",2021-10-18,5.875964944,444099,542631,30.9998679209944,97.0161763448246,0.0169365794080939,0.506388657736285,0,0,1,0,0,-17.1347133829828,42.2684158793807,5664.30845654751
"UKENNE_NU_TP000031",2021-10-18,4.473358724,433599,566401,23.584192655245,77.9918375647012,0.121222770855232,0.489251310153148,0,0,1,0,0,-24.6159193465305,24.7235806616634,13802.4550022349
"UKENNE_NU_TP000039",2021-10-18,NA,462098,522827,39.6658032785097,108.402944183805,0.0194267504461452,0.4125382330356,0,0,1,0,0,-16.2985084629121,26.4983973953615,13922.5934096984
"UKENNE_NU_TP000046",2021-10-18,5.852577355,451989,527651,28.2908382867522,83.8472855911511,0.0355682164805237,0.500926927468001,0,0,1,0,0,-12.7517126153905,34.3647683404423,9557.38011323338
"UKENNE_NU_TP000048",2021-10-18,NA,432099,550801,29.5464639879715,85.5926949999479,0.0240575590826017,0.424661590816942,0,0,1,0,0,-22.6526562295721,27.1224582341794,10389.3963988277
"UKENNE_NU_TP000051",2021-10-18,5.603358274,428919,511531,31.9313217936127,104.438636508658,0.0604832884426812,0.462740355421528,0,0,1,0,0,-22.9162391097657,25.2753185690288,12223.5411465694
"UKENNE_NU_TP000055",2021-10-18,5.837912694,432799,555701,13.1409001868179,109.995909901222,0.0283602768211665,0.578703979836108,0,0,1,0,0,-23.1724818873036,25.69684191964,11867.7681682592
"UKENNE_YW_TP000029",2021-10-18,5.644633702,460089,447151,16.5985212417128,80.0687001503381,0.0834040731508261,0.624515425082782,0,0,1,0,0,-28.138528850253,14.2400809143585,20973.6714638494
"UKENNE_YW_TP000054",2021-10-18,NA,444556,394415,41.9305573739944,103.766316661524,0.180678184770064,0.652855443940581,0,0,1,0,0,-16.8266474073418,39.7930124574521,7465.05395395794
"UKENNE_YW_TP000057",2021-10-18,4.501631611,439589,391567,19.9205559563536,81.8706695497083,0.251070926808448,0.657363728571001,0,0,1,0,0,-24.7378968951175,28.8330733669868,12831.18255198
"UKENNE_YW_TP000063",2021-10-18,4.119672986,435069,420411,19.6438780793302,93.4548554101624,0.168152946337159,0.582203909679773,0,0,1,0,0,-20.6972929254294,26.5010782020244,12388.1555046465
"UKENNE_YW_TP000082",2021-10-18,NA,418979,438751,17.5922586881693,99.0415187229178,0.509862880993152,0.691790419426688,0,0,1,0,0,-24.2645757220776,39.2468549175874,7064.22351597724
"UKENNE_YW_TP000086",2021-10-18,NA,409249,422391,28.1431844688171,95.9840309644492,0.233704158953366,0.649524626565121,0,0,1,0,0,-19.7701303240277,31.9396139583477,9743.17552437232
"UKENNE_YW_TP000094",2021-10-18,4.770647202,418099,420701,35.3185104107844,71.8390020053084,0.295316122108389,0.507159653860369,0,0,1,0,0,-15.3479043141964,26.7462731876492,11999.8593448262
"UKENNE_YW_TP000095",2021-10-18,NA,516284,429068,33.4779865763015,82.827108559296,0.0749348633834487,0.676162975443746,0,0,1,0,0,-15.8089424921411,33.6407870216328,9682.16691064777
"UKENNE_YW_TP000096",2021-10-18,4.363830487,408519,441231,25.5965137554505,84.1256553491553,0.292178440555925,0.658096123275711,0,0,1,0,0,-24.6395179610891,34.8960631012213,10089.4517152921
"UKENNE_YW_TP000098",2021-10-18,NA,434649,430711,18.0333175618453,94.8040872733957,0.261876443515528,0.588059705596641,0,0,1,0,0,-28.1905452308908,31.5547899698013,10721.0392148323
"UKENNE_YW_TP000102",2021-10-18,5.020304142,437799,407001,27.5415051264559,114.033755266428,0.043859437225348,0.7416651885693,0,0,1,0,0,-19.9983871215234,33.5590299419442,7989.03131769618
"UKENNE_YW_TP000107",2021-10-18,NA,426089,419971,26.3908263902879,85.2689731816674,0.305480682366501,0.667097561704407,0,0,1,0,0,-17.3901713498027,30.0354402134499,10025.4878161202
"UKENNE_YW_TP000112",2021-10-18,4.808205949,439229,374651,38.0877281572599,73.4677086973695,0.0492503116040503,0.687599642516974,0,0,1,0,0,-19.7744449818735,22.8392400617097,15163.2936356917
"UKENNE_YW_TP000119",2021-10-18,5.800714433,460189,405981,27.6840100409432,109.592660895425,0.145964937833913,0.632486179895645,0,0,1,0,0,-27.1428527339681,26.3018806136411,10923.0698472139
"UKENNE_YW_TP000141",2021-10-18,4.039137099,443369,385781,20.6018319816124,65.2575982554071,0.0603492217408385,0.611187225990631,0,0,1,0,0,-23.748270885993,22.4617009130116,14225.3827100672
"UKENNW_UU_TP000012",2021-10-18,4.976812306,321942,468543,18.202503026683,94.6395414844486,0.0332653526511128,0.681724888290378,0,0,1,0,0,-21.690523793101,32.8177150741113,9603.4378830091
"UKENNW_UU_TP000017",2021-10-18,NA,332919,389491,37.3395977122673,73.4388853713723,0.0567001328247186,0.715868091778396,0,0,1,0,0,-22.1428758532003,35.3924347649467,9301.10250281402
"UKENNW_UU_TP000018",2021-10-18,5.166777576,360469,429411,24.6265478781527,85.4091957046669,0.516173129336456,0.66936452876816,0,0,1,0,0,-17.8110997825834,40.0135188893295,7124.3202717304
"UKENNW_UU_TP000019",2021-10-18,4.115143425,376549,404691,19.047380068735,76.5347976927525,0.31023203249445,0.794974869701692,0,0,1,0,0,-21.5917747488767,34.309385788431,9510.2479683591
"UKENNW_UU_TP000023",2021-10-18,NA,334328,385183,36.0231656218308,71.3693427646138,0.0431146473660528,0.619149600487654,0,0,1,0,0,-22.1813099148935,25.7379173770723,14267.0961689382
"UKENNW_UU_TP000024",2021-10-18,3.825102312,382849,435121,24.3938750014711,86.3435347568923,0.411373862887771,0.795578255950911,0,0,1,0,0,-12.1629274920419,42.3989497020364,6090.4321092599
"UKENNW_UU_TP000026",2021-10-18,4.879666445,380039,407811,25.8784528539803,85.4516957369981,0.187366301942399,0.80201610434049,0,0,1,0,0,-22.9663591695355,29.2292648416876,12629.0507934021
"UKENNW_UU_TP000027",2021-10-18,4.920578153,338811,556534,19.6188139369564,80.227015795391,0.0386132134006685,0.746194570348663,0,0,1,0,0,-26.8553038058181,25.8103479336732,12417.8812998506
"UKENNW_UU_TP000038",2021-10-18,NA,366639,357111,17.9566854127723,81.0609930808016,0.0881229081320456,0.68483959824049,0,0,1,0,0,-23.8556840127151,22.1215280565141,14778.8293647532
"UKENNW_UU_TP000047",2021-10-18,5.450004257,342338,374328,17.4377020915917,90.7486562536587,0.0400483703366506,0.721995708158232,0,0,1,0,0,-24.5679344095136,22.5335659320416,14046.4554328867
"UKENNW_UU_TP000050",2021-10-18,NA,333099,446501,44.2124018597248,65.5528037875175,0.0450766452140058,0.843620160382598,0,0,1,0,0,-13.161326924258,39.223621317512,8792.18461442266
"UKENNW_UU_TP000067",2021-10-18,5.022771965,393789,394841,14.2387647358478,73.9417754377172,0.128396502039735,0.830965597031057,0,0,1,0,0,-25.2731653027455,32.8020265785868,8997.43289516386
"UKENNW_UU_TP000068",2021-10-18,NA,375619,433371,49.1522656560255,91.0211409732373,0.16587642269902,0.749117025999033,0,0,1,0,0,-15.9530804574506,38.2712035240583,6616.91575933104
"UKENNW_UU_TP000076",2021-10-18,4.871091816,345699,458711,16.3476216285375,68.1473005829061,0.100843250223787,0.813114116126856,0,0,1,0,0,-30.5683278830907,26.0607613201666,12183.5011874289
"UKENNW_UU_TP000078",2021-10-18,5.485675674,365809,399001,19.8337455610694,101.004978247832,0.0759657327653771,0.828263962326836,0,0,1,0,0,-24.1597308797169,35.7055539265663,8557.11211910777
"UKENNW_UU_TP000084",2021-10-18,5.016765905,389609,378201,32.4266751872116,95.448347645061,0.0594356810949304,0.740240743566816,0,0,1,0,0,-23.8666119572765,15.4268317728716,19171.288591542
"UKENNW_UU_TP000095",2021-10-18,5.340654066,324149,390251,18.5735512508014,44.1342839077757,0.0384810444155565,0.725003006275492,0,0,1,0,0,-22.1428571428571,18.8050151188893,18530.4317157017
"UKENNW_UU_TP000102",2021-10-18,3.321354558,345709,427931,31.6314373395823,65.5561243421175,0.223568053102978,0.772015586146884,0,0,1,0,0,-16.1002532223311,26.0554548114378,13282.8958743784
"UKENNW_UU_TP000103",2021-10-18,3.332432737,388287,412525,23.0376697055842,99.0495389780247,0.381939411040209,0.857273362586602,0,0,1,0,0,-12.8121959520505,35.4648678175163,8544.58815047912
"UKENNW_UU_TP000110",2021-10-18,NA,333486,392845,18.3555482417189,95.1784506847116,0.154762791673694,0.723849142306121,0,0,1,0,0,-27.2102096443442,41.4466506071293,6428.60498655466
"UKENNW_UU_TP000115",2021-10-18,NA,353579,395921,17.5615132523726,76.0152916138812,0.0344058873886416,0.703612932877413,0,0,1,0,0,-28.4886912823776,36.6581354956561,8611.79818961256
"UKENNW_UU_TP000116",2021-10-18,NA,386519,389821,19.1360961821659,80.7049995096195,0.12413201994505,0.759224889447561,0,0,1,0,0,-29.315297411657,26.2003023480563,12771.4678424523
"UKENNW_UU_TP000124",2021-10-18,4.501111704,358039,386891,22.2250495398621,76.3244615633319,0.062493030362771,0.45200034908069,0,0,1,0,0,-26.5341799359454,22.4077082258905,13221.5225233195
"UKENNW_UU_TP000133",2021-10-18,4.701676943,348172,411615,17.8910332900062,79.1264130334743,0.0483771770265235,0.719892626497091,0,0,1,0,0,-24.0774530893823,26.4928330883656,13724.1543088401
"UKENSO_SW_TP000001",2021-10-18,NA,438718,112480,18.1662766361312,64.6957057843288,0.227606805030909,0.66099293386986,0,0,1,0,0,-31.6551511726683,26.7555497283322,11488.2117405441
"UKENSO_SW_TP000004",2021-10-18,5.19321303,470951,105443,25.6703316220543,69.2084607490695,0.109334991351572,0.720707144177286,0,0,1,0,0,-25.7359340255127,24.7236392477951,13837.1337149611
"UKENSO_SW_TP000008",2021-10-18,5.741759917,456846,103242,42.8155090035789,56.105643937546,0.0466146079994928,0.706103672532105,0,0,1,0,0,-18.0190386626732,12.5275605575693,21534.0217264455
"UKENSO_SW_TP000011",2021-10-18,4.823060363,438275,111125,31.8124667046043,62.3298553316838,0.0334919894210606,0.701473424852905,0,0,1,0,0,-19.193405599095,13.4412380597698,21667.3371741793
"UKENSO_SW_TP000013",2021-10-18,5.977097574,446839,117931,19.4650764947405,52.9723487773146,0.0972811322930285,0.712492093368964,0,0,1,0,0,-20.3661528404301,8.47167303427123,24060.5999250396
"UKENSO_SW_TP000016",2021-10-18,NA,460200,85191,56.2393495846381,64.4180058306262,0.0340526934538575,0.681747261284531,0,0,1,0,0,-17.4285714285714,25.1537165690504,12220.1084575645
"UKENSO_SW_TP000022",2021-10-18,6.416860847,633188,162889,36.2643919049716,82.0678855314681,0.0498213998387079,0.678763326070626,0,0,1,0,0,-16.2637559460229,27.5542019785626,11457.3865755794
"UKENSO_SW_TP000025",2021-10-18,5.462198011,582959,168491,28.6227742553119,85.7036946366906,0.169174300645131,0.748946586187943,0,0,1,0,0,-26.7290669837685,24.0062443358138,12833.0225785096
"UKENSO_SW_TP000026",2021-10-18,6.083726731,601950,143308,16.3261896860741,71.6084954012404,0.174048418145628,0.606874146096261,0,0,1,0,0,-26.4063510899628,20.2255145584729,15163.8641737435
"UKENSO_SW_TP000028",2021-10-18,4.967457625,628575,139968,65.7360931145192,91.1978641335717,0.0936251454721971,0.802384959354967,0,0,1,0,0,-15.7104401807628,29.1904810976194,11049.2005113301
"UKENSO_SW_TP000030",2021-10-18,5.423252221,571975,159382,24.6362829702587,74.1156787126504,0.131573272068793,0.733799323794027,0,0,1,0,0,-10.1719167057107,15.3293801144564,17670.601546253
"UKENSO_SW_TP000033",2021-10-18,5.838681384,616939,159720,28.5097437247265,75.7676431922409,0.192190396859542,0.678834476415413,0,0,1,0,0,-24.4245059470269,17.7572196206998,16584.3949641237
"UKENSO_SW_TP000083",2021-10-18,NA,517007,103642,63.7905758428035,56.3107522837471,0.0811709183385965,0.868833814953833,0,0,1,0,0,-27.0831460540549,16.4086618366063,16955.1469729084
"UKENSO_SW_TP000090",2021-10-18,3.954531199,499695,103145,66.6062268884461,40.5978518693415,0.0432048616526403,0.87636807850621,0,0,1,0,0,-12.9428331693655,18.6141507585858,14563.8688617218
"UKENSO_SW_TP000091",2021-10-18,NA,576559,109381,81.1571744299485,76.6279209630397,0.0799927769641853,0.89013509557226,0,0,1,0,0,-18.370554541276,31.0254919307415,10639.2483549566
"UKENSW_SWS_TP000002",2021-10-18,6.011010316,253327,134309,11.3916990111924,83.1730573383951,0.0432309924222534,0.165435641803847,0,0,1,0,0,-17.9995988104595,14.0977672001181,15553.1669818675
"UKENSW_SWS_TP000016",2021-10-18,NA,242167,127655,65.625634207953,45.2833172298809,0.0234787154597485,0.161483264597142,0,0,1,0,0,-14.2857142857143,17.3444099116208,13251.5333648961
"UKENSW_SWS_TP000024",2021-10-18,5.786690976,302457,80397,98.7208508681772,79.6722347333915,0.0212236951665005,0.275705475309499,0,0,1,0,0,-13.4285714285714,16.7196873640781,18656.9894172608
"UKENSW_SWS_TP000025",2021-10-18,4.944469715,182302,32206,25.1999279828973,64.9366016039254,0.0569415654367198,0.16035245949887,0,0,1,0,0,-21.5714285714286,17.8160571854597,17524.250403511
"UKENSW_SWS_TP000051",2021-10-18,5.721117731,288249,72051,21.9171908604168,76.0867306699719,0.0251447485758362,0.296720650882406,0,0,1,0,0,-20.0026950168786,21.2689085291855,14588.9353725208
"UKENSW_SWS_TP000055",2021-10-18,4.759565967,206629,52671,23.7603228472156,89.8378608596066,0.0227071919639748,0.133924393343984,0,0,1,0,0,-21.5714285714286,18.5262828102906,12360.647632514
"UKENSW_SWS_TP000058",2021-10-18,NA,249776,54024,47.9589610686263,64.5837251926138,0.0820889903629734,0.383226955064945,0,0,1,0,0,-15.1472130313539,25.9636197657389,10033.3417138717
"UKENSW_SWS_TP000059",2021-10-18,5.6393231,252334,56403,48.234865089119,98.3287874658332,0.0305807014815243,0.329239603604743,0,0,1,0,0,-15.2871497315811,17.1654901981942,17314.2890100891
"UKENSW_SWS_TP000064",2021-10-18,NA,313655,90455,52.8836123154574,65.4411553222768,0.0280925574114516,0.0625141160452482,0,0,1,0,0,-13.4285714285714,9.60991007713418,25247.7908701308
"UKENSW_SWS_TP000075",2021-10-18,5.261724021,289699,56301,46.239474423036,90.7842372188365,0.0190521730976837,0.226355615984349,0,0,1,0,0,-12.4424476043987,15.4222214009278,19249.5454563544
"UKENSW_WXW_TP000004",2021-10-18,4.631843993,353294,179291,23.9033826430248,73.8380227287991,0.158243196679073,0.526753282595162,0,0,1,0,0,-27.9105653375918,20.7433027778352,15442.6048411018
"UKENSW_WXW_TP000005",2021-10-18,5.684147528,369299,168221,27.9300044939852,94.678067882768,0.114375756911447,0.362178982323899,0,0,1,0,0,-28.3490586768421,11.203604948782,23196.6285800888
"UKENSW_WXW_TP000038",2021-10-18,5.598605537,413049,95051,51.9396097320769,50.4341812019515,0.132446991076019,0.74200078404166,0,0,1,0,0,-22.9993095112624,18.1963348242344,15060.3801163874
"UKENSW_WXW_TP000086",2021-10-18,5.224282138,328049,124551,55.5407730504205,95.2837367932291,0.0656390487969302,0.342431832146482,0,0,1,0,0,-22.9430042240873,18.5112773989501,16971.338455673
"UKENSW_WXW_TP000100",2021-10-18,5.359488494,331469,156981,69.4892603559974,77.7828716418742,0.0511572596741516,0.416207533641034,0,0,1,0,0,-21.5399237177452,24.537006841661,12662.4028321886
"UKENSW_WXW_TP000101",2021-10-18,5.551496877,366380,76721,28.6234101372071,72.8919731456135,0.0315228238066063,0.325453078694022,0,0,1,0,0,-22.1428571428571,24.927720661278,13737.8657003685
"UKENTH_TWU_TP000010",2021-10-18,NA,478989,214851,23.2794136679959,70.1243907825746,0.264505353348324,0.73576187086462,0,0,1,0,0,-24.9815330594692,13.931401028245,17576.8337458832
"UKENTH_TWU_TP000013",2021-10-18,4.992916636,467999,155201,23.4409876784483,62.7330602185604,0.156108497004292,0.791821887493723,0,0,1,0,0,-19.869162319584,13.923608506371,17543.2172364698
"UKENTH_TWU_TP000014",2021-10-18,4.318907098,545469,181671,9.46418312167967,64.9431798167783,0.509022683931382,0.875831264626114,0,0,1,0,0,-34.0003614792099,23.1630561942581,11327.4637703683
"UKENTH_TWU_TP000015",2021-10-18,5.427977514,529519,166319,40.7202978542369,72.7664339522116,0.464031434648636,0.849904064325506,0,0,1,0,0,-29.7325918422793,18.231389549326,15655.3872600318
"UKENTH_TWU_TP000021",2021-10-18,3.173387026,513709,201061,12.5456935730421,223.356220183143,0.183579656959985,0.553245549894286,0,0,1,0,0,-31.5151737938443,10.2373043969011,24193.6971745748
"UKENTH_TWU_TP000033",2021-10-18,NA,485799,159501,30.2785977735596,82.7746312236076,0.189686760382747,0.801930264283441,0,0,1,0,0,-27.4777993510092,11.7372345637454,23520.1063218634
"UKENTH_TWU_TP000050",2021-10-18,4.449332637,528799,140201,16.7476310822856,69.3982327467026,0.261445044283521,0.636349414744245,0,0,1,0,0,-24.0644016956675,18.1992822591392,16517.5646119425
"UKENTH_TWU_TP000052",2021-10-18,NA,549086,180831,13.4430516843904,62.0730403373543,0.432375089292789,0.894834363474475,0,0,1,0,0,-31.5835178385526,21.6017290466525,13066.3182363481
"UKENTH_TWU_TP000054",2021-10-18,4.626576259,535659,193171,22.4620916292356,61.6031395452248,0.43082705565172,0.849371326172781,0,0,1,0,0,-31.2833615144465,23.4222561913476,13616.3262022183
"UKENTH_TWU_TP000073",2021-10-18,5.670279373,500299,151601,12.6354795808173,83.8498446489006,0.173205721773968,0.775603646549655,0,0,1,0,0,-27.6042437571653,9.32355429355124,25844.8705373306
